hs_code,hs_desc,year,country_code,country_name,value_usd,weight_kg,qty,price_usd_kg,value_lag1,growth_yoy
030743,"Molluscs; cuttle fish and squid, whether in shell or not, fr",2019,528,Pays-Bas,235334.028,50044.1,50044.1,4.702532925959304,25337.568,828.7948551336892
030743,"Molluscs; cuttle fish and squid, whether in shell or not, fr",2020,528,Pays-Bas,137394.15,36148.952,36148.952,3.80077823556268,235334.028,-41.617389050086715
030743,"Molluscs; cuttle fish and squid, whether in shell or not, fr",2021,528,Pays-Bas,303480.637,43830.7,43830.7,6.923928593428807,137394.15,120.88323047233087
030743,"Molluscs; cuttle fish and squid, whether in shell or not, fr",2022,528,Pays-Bas,178750.685,19100.0,19100.0,9.358674607329842,303480.637,-41.09980565251021
030743,"Molluscs; cuttle fish and squid, whether in shell or not, fr",2023,528,Pays-Bas,796161.102,70870.9,70870.9,11.233963474430267,178750.685,345.4031054482392
030743,"Molluscs; cuttle fish and squid, whether in shell or not, fr",2023,702,Singapour,72.25,5.0,5.0,14.45,,
030743,"Molluscs; cuttle fish and squid, whether in shell or not, fr",2017,724,Espagne,192635027.138,27810968.4,27810968.4,6.926584661395682,,
030743,"Molluscs; cuttle fish and squid, whether in shell or not, fr",2018,724,Espagne,168345209.153,20652561.7,20652561.7,8.151299175297948,192635027.138,-12.60924264183754
030743,"Molluscs; cuttle fish and squid, whether in shell or not, fr",2019,724,Espagne,176978839.198,27649001.13,27649001.13,6.400912581466556,168345209.153,5.128527320996328
030743,"Molluscs; cuttle fish and squid, whether in shell or not, fr",2020,724,Espagne,176330608.272,33306291.04,33306291.04,5.294213278213161,176978839.198,-0.36627595080718806
030743,"Molluscs; cuttle fish and squid, whether in shell or not, fr",2021,724,Espagne,255186722.185,37336509.25,37336509.25,6.834777200951104,176330608.272,44.72060448595512
030743,"Molluscs; cuttle fish and squid, whether in shell or not, fr",2022,724,Espagne,237005332.127,29953289.2,29953289.2,7.912497707497179,255186722.185,-7.124739838469821
030743,"Molluscs; cuttle fish and squid, whether in shell or not, fr",2023,724,Espagne,310169831.159,39652943.4,39652943.4,7.822113683469964,237005332.127,30.87040210251243
030743,"Molluscs; cuttle fish and squid, whether in shell or not, fr",2017,784,Émirats Arabes,134898.543,19800.0,19800.0,6.813057727272728,,
030743,"Molluscs; cuttle fish and squid, whether in shell or not, fr",2018,784,Émirats Arabes,89743.964,11580.0,11580.0,7.749910535405872,134898.543,-33.47299236582562
030743,"Molluscs; cuttle fish and squid, whether in shell or not, fr",2019,784,Émirats Arabes,4.159,2.0,2.0,2.0795,89743.964,-99.99536570504061
030743,"Molluscs; cuttle fish and squid, whether in shell or not, fr",2020,826,Royaume-Uni,68188.522,7027.0,7027.0,9.703788529955885,,
030743,"Molluscs; cuttle fish and squid, whether in shell or not, fr",2021,826,Royaume-Uni,157501.412,17000.0,17000.0,9.264788941176471,68188.522,130.97936042667124
030743,"Molluscs; cuttle fish and squid, whether in shell or not, fr",2022,826,Royaume-Uni,248597.818,17398.0,17398.0,14.288873318772273,157501.412,57.83846941003931
030743,"Molluscs; cuttle fish and squid, whether in shell or not, fr",2023,826,Royaume-Uni,241389.789,18000.0,18000.0,13.410543833333334,248597.818,-2.8994739607891526
030743,"Molluscs; cuttle fish and squid, whether in shell or not, fr",2017,842,États-Unis,7632.537,1319.3,1319.3,5.785292958387024,,
030743,"Molluscs; cuttle fish and squid, whether in shell or not, fr",2020,842,États-Unis,23194.644,7000.0,7000.0,3.3135205714285716,7632.537,203.8916679997752
030743,"Molluscs; cuttle fish and squid, whether in shell or not, fr",2021,842,États-Unis,555695.715,36036.3,36036.3,15.420443136504023,23194.644,2295.7932486482655
030743,"Molluscs; cuttle fish and squid, whether in shell or not, fr",2022,842,États-Unis,1488398.523,131160.8,131160.8,11.347891466047784,555695.715,167.8441605402698
030752,"Molluscs; octopus (Octopus spp.), frozen",2017,056,Belgique,68187.24,9189.5,9189.5,7.420125142826052,,
030752,"Molluscs; octopus (Octopus spp.), frozen",2018,056,Belgique,244367.683,26608.14,26608.14,9.183944574855664,68187.24,258.3774368928849
030752,"Molluscs; octopus (Octopus spp.), frozen",2019,056,Belgique,313688.249,38987.1,38987.1,8.045949788519794,244367.683,28.36732138594612
030752,"Molluscs; octopus (Octopus spp.), frozen",2020,056,Belgique,725459.263,96427.1,96427.1,7.523396047376723,313688.249,131.2675930044163
030752,"Molluscs; octopus (Octopus spp.), frozen",2021,056,Belgique,1024234.064,111484.4,111484.4,9.187241120730793,725459.263,41.184228562259044
030752,"Molluscs; octopus (Octopus spp.), frozen",2022,056,Belgique,1582698.213,179562.0,179562.0,8.814215775052627,1024234.064,54.52505131678572
